Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023
"3","'008","Albania","1320","Herbicides","5157","Agricultural Use","t","5.000000","5.000000","5.000000","5.000000","7.000000","8.000000","8.000000","8.000000","8.000000","8.000000","8.000000","8.000000","8.000000","8.000000","8.000000","8.000000","8.000000","8.000000","8.000000","8.000000","7.000000","20.000000","10.000000","22.000000","28.000000","68.000000","34.000000","56.000000","66.000000","117.000000","44.000000","40.000000","32.000000","32.000000"
"3","'008","Albania","1321","Herbicides – Phenoxy hormone products","5157","Agricultural Use","t",,,,"2.000000","2.000000","2.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1322","Herbicides – Triazines","5157","Agricultural Use","t",,,,"1.000000","1.000000","1.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1323","Herbicides – Amides","5157","Agricultural Use","t",,,,"1.000000","1.000000","1.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1324","Herbicides – Carbamates","5157","Agricultural Use","t",,,,"0.000000","0.000000","0.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1325","Herbicides – Dinitroanilines","5157","Agricultural Use","t",,,,"0.000000","0.000000","0.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1328","Herbicides – Sulfonyl ureas","5157","Agricultural Use","t",,,,"1.000000","1.000000","1.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1329","Herbicides – Bipiridils","5157","Agricultural Use","t",,,,"0.000000","0.000000","0.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1327","Herbicides - nes","5157","Agricultural Use","t",,,,"1.000000","2.000000","2.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1331","Fungicides and Bactericides","5157","Agricultural Use","t","44.000000","44.000000","44.000000","44.000000","74.000000","94.000000","96.000000","99.000000","101.000000","103.000000","106.000000","108.000000","110.000000","113.000000","115.000000","118.000000","120.000000","122.000000","125.000000","127.000000","189.000000","209.000000","178.000000","183.000000","278.000000","237.000000","232.000000","242.000000","199.000000","352.000000","228.000000","249.000000","110.000000","110.000000"
"3","'008","Albania","1332","Fung & Bact – Inorganics","5157","Agricultural Use","t",,,,"18.000000","32.000000","41.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1333","Fung & Bact – Dithiocarbamates","5157","Agricultural Use","t",,,,"9.000000","15.000000","19.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1334","Fung & Bact – Benzimidazoles","5157","Agricultural Use","t",,,,"1.000000","2.000000","3.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1335","Fung & Bact – Triazoles, diazoles","5157","Agricultural Use","t",,,,"1.000000","1.000000","2.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1337","Fung & Bact - nes","5157","Agricultural Use","t",,,,"15.000000","24.000000","29.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1341","Plant Growth Regulators","5157","Agricultural Use","t","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.000000","2.000000","3.000000","4.000000","6.000000","7.000000","8.000000","9.000000","10.000000","11.000000","12.000000","13.000000","15.000000","16.000000","0.000000","1.000000","2.000000","3.000000","1.000000","0.000000","1.000000","1.000000","2.000000","37.000000","11.000000","14.000000","13.000000","13.000000"
"3","'008","Albania","1345","Rodenticides","5157","Agricultural Use","t","2.000000","2.000000","2.000000","2.000000","3.000000","4.000000","5.000000","5.000000","6.000000","7.000000","8.000000","8.000000","9.000000","10.000000","10.000000","11.000000","12.000000","12.000000","13.000000","14.000000","9.000000","24.000000","1.000000","18.000000","48.000000","68.000000","117.000000","103.000000","36.000000","61.000000","29.000000","25.000000","25.000000","25.000000"
"3","'008","Albania","1346","Rodenticides – Anti-coagulants","5157","Agricultural Use","t",,,,"2.000000","3.000000","4.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1347","Rodenticides – Other","5157","Agricultural Use","t",,,,"0.000000","0.000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","1355","Other Pesticides nes","5157","Agricultural Use","t","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.000000","1.000000","2.000000","2.000000","3.000000","3.000000","4.000000","4.000000","5.000000","5.000000","6.000000","6.000000","7.000000","7.000000","8.000000","8.000000","9.000000","9.000000","10.000000","10.000000","11.000000","11.000000","28.000000","45.000000","61.000000","78.000000","78.000000"
"6","'020","Andorra","1357","Pesticides (total)","5157","Agricultural Use","t","14.000000","14.000000","14.000000","14.000000","14.000000","13.000000","12.000000","14.000000","15.000000","15.000000","19.000000","18.000000","18.000000","12.000000","12.000000","12.000000","15.000000","15.000000","15.000000","13.000000","13.000000","13.000000","14.000000","17.000000","15.000000","16.000000","13.000000","14.000000","14.000000","14.000000","16.000000","17.000000","17.000000","16.000000"
"6","'020","Andorra","1357","Pesticides (total)","5159","Use per area of cropland","kg/ha","14.120000","14.120000","14.120000","14.120000","14.120000","12.820000","12.330000","14.170000","15.400000","15.120000","18.550000","24.000000","21.680000","13.660000","14.550000","15.500000","18.690000","19.500000","19.650000","17.390000","16.520000","17.450000","18.010000","21.310000","19.280000","20.100000","16.330000","16.990000","16.250000","17.970000","20.920000","22.880000","22.270000","21.550000"
"6","'020","Andorra","1357","Pesticides (total)","5172","Use per capita","kg/cap","0.270000","0.250000","0.230000","0.220000","0.220000","0.200000","0.190000","0.220000","0.240000","0.230000","0.280000","0.270000","0.280000","0.170000","0.160000","0.160000","0.180000","0.180000","0.180000","0.160000","0.160000","0.170000","0.180000","0.230000","0.210000","0.230000","0.190000","0.190000","0.180000","0.190000","0.210000","0.220000","0.210000","0.200000"
"6","'020","Andorra","1309","Insecticides","5157","Agricultural Use","t","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","1.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","1.000000","1.000000","1.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","3.000000","3.000000","2.000000"
"6","'020","Andorra","1320","Herbicides","5157","Agricultural Use","t","5.000000","5.000000","5.000000","5.000000","5.000000","5.000000","5.000000","5.000000","6.000000","6.000000","7.000000","7.000000","7.000000","4.000000","4.000000","5.000000","5.000000","6.000000","6.000000","5.000000","5.000000","5.000000","6.000000","7.000000","6.000000","6.000000","5.000000","5.000000","5.000000","5.000000","6.000000","7.000000","7.000000","6.000000"
"6","'020","Andorra","1331","Fungicides and Bactericides","5157","Agricultural Use","t","6.000000","6.000000","6.000000","6.000000","6.000000","5.000000","5.000000","6.000000","7.000000","7.000000","8.000000","8.000000","8.000000","5.000000","5.000000","5.000000","6.000000","6.000000","6.000000","5.000000","5.000000","5.000000","5.000000","6.000000","6.000000","6.000000","5.000000","5.000000","5.000000","6.000000","6.000000","7.000000","7.000000","6.000000"
"6","'020","Andorra","1341","Plant Growth Regulators","5157","Agricultural Use","t","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.000000","1.000000","1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"6","'020","Andorra","1345","Rodenticides","5157","Agricultural Use","t","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"6","'020","Andorra","1355","Other Pesticides nes","5157","Agricultural Use","t","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000"
"11","'040","Austria","1357","Pesticides (total)","5157","Agricultural Use","t","4246.000000","4487.000000","3897.000000","3984.000000","3619.000000","3402.000000","3565.000000","3690.000000","3340.000000","3419.000000","3563.000000","3132.000000","3079.000000","3385.000000","3302.000000","3404.000000","3416.000000","3527.000000","4247.000000","3532.000000","3692.000000","3448.000000","3557.000000","3097.000000","3373.000000","3778.000000","4361.000000","4625.000000","5280.000000","4954.000000","5566.000000","5791.000000","6069.000000","5251.000000"
"11","'040","Austria","1357","Pesticides (total)","5159","Use per area of cropland","kg/ha","2.820000","2.940000","2.590000","2.660000","2.410000","2.280000","2.400000","2.490000","2.260000","2.320000","2.420000","2.150000","2.110000","2.330000","2.280000","2.350000","2.360000","2.440000","2.960000","2.460000","2.580000","2.420000","2.500000","2.180000","2.380000","2.680000","3.090000","3.310000","3.790000","3.560000","4.000000","4.160000","4.370000","3.790000"
"11","'040","Austria","1357","Pesticides (total)","5172","Use per capita","kg/cap","0.550000","0.580000","0.500000","0.500000","0.460000","0.430000","0.450000","0.460000","0.420000","0.430000","0.440000","0.390000","0.380000","0.420000","0.400000","0.410000","0.410000","0.430000","0.510000","0.420000","0.440000","0.410000","0.420000","0.370000","0.390000","0.440000","0.500000","0.530000","0.600000","0.560000","0.620000","0.650000","0.670000","0.580000"
"11","'040","Austria","1357","Pesticides (total)","5173","Use per value of agricultural production","g/Int$","0.690000","0.730000","0.660000","0.680000","0.610000","0.600000","0.630000","0.630000","0.560000","0.560000","0.600000","0.510000","0.510000","0.570000","0.530000","0.570000","0.570000","0.580000","0.660000","0.550000","0.620000","0.540000","0.590000","0.510000","0.530000","0.620000","0.690000","0.750000","0.840000","0.790000","0.870000","0.920000","0.960000","0.870000"
"11","'040","Austria","1309","Insecticides","5157","Agricultural Use","t","285.000000","157.000000","143.000000","141.000000","137.000000","123.000000","98.000000","100.000000","87.000000","90.000000","105.000000","99.000000","97.000000","108.000000","119.000000","144.000000","131.000000","188.000000","146.000000","165.000000","156.000000","281.000000","268.000000","252.000000","256.000000","217.000000","947.000000","1193.000000","1575.000000","1618.000000","2371.000000","2513.000000","2266.000000","2255.000000"
"11","'040","Austria","1310","Insecticides – Chlorinated Hydrocarbons","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,
"11","'040","Austria","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"45.000000","38.000000","38.000000","49.000000","28.000000","17.000000","19.000000","17.000000","21.000000","1.000000","0.000000",,
"11","'040","Austria","1312","Insecticides – Carbamates","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"7.000000","20.000000","19.000000","18.000000","25.000000","25.000000",,,,,,,
"11","'040","Austria","1313","Insecticides – Pyrethroids","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"6.000000","9.000000","9.000000","12.000000","15.000000","14.000000","15.000000","16.000000","20.000000","28.000000","23.000000","27.000000","22.000000"
"11","'040","Austria","1314","Insecticides - Biopesticides","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"2.000000","2.000000","7.000000","3.000000","6.000000","27.000000","26.000000","12.000000","6.000000","87.000000","56.000000",,
"11","'040","Austria","1315","Insecticides - nes","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"224.000000","202.000000","186.000000","178.000000","149.000000","891.000000","8.000000","1512.000000","1570.000000","2341.000000","2490.000000","9.000000","2230.000000"
"11","'040","Austria","1320","Herbicides","5157","Agricultural Use","t","1945.000000","2167.000000","1859.000000","1873.000000","1549.000000","1607.000000","1536.000000","1601.000000","1603.000000","1659.000000","1609.000000","1436.000000","1459.000000","1434.000000","1532.000000","1465.000000","1651.000000","1800.000000","1879.000000","1392.000000","1589.000000","1505.000000","1545.000000","1227.000000","1376.000000","1317.000000","1281.000000","1297.000000","1277.000000","1151.000000","1153.000000","1154.000000","1237.000000","1163.000000"
"11","'040","Austria","1321","Herbicides – Phenoxy hormone products","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"164.000000","150.000000","90.000000","135.000000","125.000000","102.000000","117.000000","156.000000","85.000000","84.000000","92.000000","103.000000","69.000000"
"11","'040","Austria","1322","Herbicides – Triazines","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"244.000000","251.000000","232.000000","208.000000","185.000000","171.000000","187.000000","219.000000","159.000000","136.000000","171.000000","157.000000","86.000000"
"11","'040","Austria","1323","Herbicides – Amides","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"243.000000","251.000000","275.000000","229.000000","238.000000","226.000000","230.000000","232.000000","236.000000","225.000000","247.000000","263.000000","369.000000"
"11","'040","Austria","1324","Herbicides – Carbamates","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"21.000000","23.000000","24.000000","23.000000","21.000000","17.000000","18.000000","16.000000","12.000000","10.000000","20.000000","18.000000","11.000000"
"11","'040","Austria","1325","Herbicides – Dinitroanilines","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,,,"64.000000","72.000000","65.000000","85.000000","54.000000","49.000000","59.000000","38.000000","57.000000","73.000000","51.000000"
"11","'040","Austria","1326","Herbicides – Urea derivates","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"45.000000","90.000000","61.000000","72.000000","41.000000","62.000000","28.000000","34.000000","42.000000","46.000000","40.000000",,
"11","'040","Austria","1328","Herbicides – Sulfonyl ureas","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"48.000000","14.000000","16.000000","17.000000","15.000000","13.000000","25.000000","23.000000","14.000000","15.000000","15.000000","22.000000","20.000000"
"11","'040","Austria","1329","Herbicides – Bipiridils","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"6.000000","5.000000","5.000000","7.000000","5.000000","7.000000","17.000000","17.000000","31.000000","6.000000","6.000000",,
"11","'040","Austria","1330","Herbicides – Uracil","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"2.000000","3.000000","3.000000","2.000000","2.000000","2.000000","1.000000","2.000000","1.000000","2.000000","2.000000",,
"11","'040","Austria","1327","Herbicides - nes","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"678.000000","685.000000","457.000000","612.000000","619.000000","596.000000","618.000000","528.000000","511.000000","598.000000","511.000000","552.000000","506.000000"
"11","'040","Austria","1331","Fungicides and Bactericides","5157","Agricultural Use","t","1683.000000","1843.000000","1483.000000","1580.000000","1560.000000","1409.000000","1697.000000","1685.000000","1473.000000","1393.000000","1598.000000","1336.000000","1300.000000","1706.000000","1488.000000","1645.000000","1434.000000","1327.000000","1961.000000","1710.000000","1685.000000","1544.000000","1634.000000","1493.000000","1641.000000","2131.000000","2007.000000","1992.000000","2269.000000","2068.000000","1931.000000","2005.000000","2427.000000","1719.000000"
"11","'040","Austria","1332","Fung & Bact – Inorganics","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"750.000000","911.000000","727.000000","861.000000","1257.000000","1138.000000","1184.000000","1484.000000","1320.000000","1278.000000","1293.000000","1833.000000","1223.000000"
"11","'040","Austria","1333","Fung & Bact – Dithiocarbamates","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"196.000000","174.000000","194.000000","185.000000","264.000000","254.000000","288.000000","298.000000","253.000000","249.000000","194.000000","95.000000","71.000000"
"11","'040","Austria","1334","Fung & Bact – Benzimidazoles","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"4.000000","2.000000","1.000000","8.000000","9.000000","8.000000","8.000000","9.000000","5.000000","2.000000","0.000000",,
"11","'040","Austria","1335","Fung & Bact – Triazoles, diazoles","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"71.000000","84.000000","84.000000","128.000000","139.000000","138.000000","117.000000","108.000000","96.000000","92.000000","110.000000","125.000000","101.000000"
"11","'040","Austria","1336","Fung & Bact – Diazines, morpholines","5157","Agricultural Use","t",,,,,,,,,,,,,,,,,,,,,,"18.000000","16.000000","15.000000","10.000000","20.000000","14.000000","27.000000","18.000000","14.000000","9.000000","9.000000","8.000000","6.000000"
"11","'040","Austria","1337","Fung & Bact - nes","5157","Agricultural Use","t",,,,,,,,,,,"880.000000","738.000000","707.000000","1084.000000","823.000000","929.000000","736.000000","554.000000","1121.000000","917.000000","849.000000","504.000000","447.000000","472.000000","449.000000","447.000000","454.000000","368.000000","353.000000","379.000000","300.000000","398.000000","366.000000","319.000000"
"11","'040","Austria","1341","Plant Growth Regulators","5157","Agricultural Use","t","40.000000","44.000000","75.000000","64.000000","41.000000","17.000000","14.000000","10.000000","12.000000","5.000000","9.000000","9.000000","11.000000","10.000000","7.000000","10.000000","16.000000","30.000000","40.000000","48.000000","49.000000","59.000000","67.000000","45.000000","54.000000","69.000000","78.000000","82.000000","84.000000","63.000000","46.000000","52.000000","67.000000","54.000000"
"11","'040","Austria","1345","Rodenticides","5157","Agricultural Use","t","1.000000","1.000000","5.000000","1.000000","3.000000","1.000000","1.000000","1.000000","1.000000","2.000000","3.000000","2.000000","1.000000","1.000000","1.000000","1.000000","2.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","2.000000","1.000000","0.000000","0.000000","0.000000"
"11","'040","Austria","1355","Other Pesticides nes","5157","Agricultural Use","t","292.000000","275.000000","332.000000","325.000000","329.000000","245.000000","219.000000","293.000000","164.000000","270.000000","240.000000","252.000000","211.000000","125.000000","155.000000","140.000000","181.000000","180.000000","220.000000","216.000000","214.000000","57.000000","42.000000","81.000000","46.000000","44.000000","48.000000","61.000000","75.000000","53.000000","65.000000","66.000000","72.000000","61.000000"
"57","'112","Belarus","1357","Pesticides (total)","5157","Agricultural Use","t",,,"2097.000000","2097.000000","2097.000000","2097.000000","2097.000000","2097.000000","1882.000000","1823.000000","1817.000000","1963.000000","1604.000000","1920.000000","2348.000000","3647.000000","3891.000000","4235.000000","3880.000000","3875.000000","3387.000000","3079.000000","2423.000000","2229.000000","1892.000000","1464.000000","1078.000000","721.000000","840.000000","4171.000000","4589.000000","4117.000000","4231.000000","4853.000000"
"57","'112","Belarus","1357","Pesticides (total)","5159","Use per area of cropland","kg/ha",,,"0.330000","0.340000","0.330000","0.330000","0.330000","0.330000","0.300000","0.290000","0.290000","0.330000","0.280000","0.340000","0.410000","0.640000","0.690000","0.750000","0.690000","0.680000","0.600000","0.540000","0.430000","0.390000","0.330000","0.250000","0.190000","0.120000","0.140000","0.720000","0.800000","0.720000","0.740000","0.860000"
"57","'112","Belarus","1357","Pesticides (total)","5172","Use per capita","kg/cap",,,"0.210000","0.200000","0.200000","0.210000","0.210000","0.210000","0.190000","0.180000","0.180000","0.200000","0.160000","0.200000","0.240000","0.380000","0.400000","0.440000","0.410000","0.410000","0.360000","0.330000","0.260000","0.240000","0.200000","0.150000","0.110000","0.080000","0.090000","0.440000","0.490000","0.450000","0.460000","0.530000"
"57","'112","Belarus","1357","Pesticides (total)","5173","Use per value of agricultural production","g/Int$",,,,,"0.230000","0.240000","0.230000","0.250000","0.230000","0.240000","0.230000","0.240000","0.200000","0.230000","0.250000","0.400000","0.400000","0.420000","0.350000","0.350000","0.310000","0.290000","0.210000","0.210000","0.170000","0.130000","0.100000","0.060000","0.080000","0.380000","0.400000","0.370000","0.370000","0.430000"
"57","'112","Belarus","1309","Insecticides","5157","Agricultural Use","t",,,"34.000000","34.000000","34.000000","34.000000","34.000000","34.000000","30.000000","29.000000","29.000000","32.000000","26.000000","31.000000","38.000000","59.000000","63.000000","68.000000","63.000000","62.000000","55.000000","50.000000","42.000000","43.000000","41.000000","32.000000","23.000000","16.000000","20.000000","113.000000","126.000000","144.000000","146.000000","169.000000"
"57","'112","Belarus","1320","Herbicides","5157","Agricultural Use","t",,,"1320.000000","1320.000000","1320.000000","1320.000000","1320.000000","1320.000000","1185.000000","1148.000000","1144.000000","1236.000000","1009.000000","1209.000000","1478.000000","2296.000000","2449.000000","2666.000000","2443.000000","2439.000000","2132.000000","1929.000000","1506.000000","1358.000000","1107.000000","866.000000","662.000000","468.000000","550.000000","2732.000000","2949.000000","2452.000000","2511.000000","2988.000000"
"57","'112","Belarus","1331","Fungicides and Bactericides","5157","Agricultural Use","t",,,"586.000000","586.000000","586.000000","586.000000","586.000000","586.000000","526.000000","510.000000","508.000000","549.000000","448.000000","537.000000","656.000000","1019.000000","1087.000000","1184.000000","1085.000000","1083.000000","947.000000","871.000000","691.000000","657.000000","588.000000","444.000000","309.000000","186.000000","212.000000","1031.000000","1181.000000","1206.000000","1242.000000","1308.000000"
"57","'112","Belarus","1355","Other Pesticides nes","5157","Agricultural Use","t",,,"157.000000","157.000000","157.000000","157.000000","157.000000","157.000000","141.000000","136.000000","136.000000","147.000000","120.000000","144.000000","176.000000","273.000000","291.000000","317.000000","290.000000","290.000000","253.000000","228.000000","183.000000","171.000000","157.000000","122.000000","84.000000","52.000000","58.000000","295.000000","333.000000","315.000000","332.000000","388.000000"
"255","'056","Belgium","1357","Pesticides (total)","5157","Agricultural Use","t",,,,,,,,,,,"9560.000000","8529.000000","9204.000000","8822.000000","9186.000000","9776.000000","8244.000000","6712.000000","6516.000000","5496.000000","4645.000000","6297.000000","6484.000000","6335.000000","7180.000000","6487.000000","6571.000000","6268.000000","6363.000000","5950.000000","5677.000000","5866.000000","5190.000000","4801.000000"
"255","'056","Belgium","1357","Pesticides (total)","5159","Use per area of cropland","kg/ha",,,,,,,,,,,"10.830000","9.850000","10.790000","10.300000","10.670000","11.310000","9.550000","7.810000","7.530000","6.380000","5.430000","7.440000","7.860000","7.560000","8.550000","7.610000","7.530000","7.300000","7.280000","6.750000","6.390000","6.600000","5.850000","5.420000"
"255","'056","Belgium","1357","Pesticides (total)","5172","Use per capita","kg/cap",,,,,,,,,,,"0.930000","0.830000","0.890000","0.850000","0.880000","0.930000","0.780000","0.630000","0.610000","0.510000","0.420000","0.570000","0.580000","0.570000","0.640000","0.580000","0.580000","0.550000","0.560000","0.520000","0.490000","0.510000","0.450000","0.410000"
"255","'056","Belgium","1357","Pesticides (total)","5173","Use per value of agricultural production","g/Int$",,,,,,,,,,,"1.070000","0.990000","1.040000","1.020000","1.020000","1.150000","1.000000","0.790000","0.800000","0.650000","0.530000","0.720000","0.780000","0.730000","0.780000","0.710000","0.750000","0.670000","0.710000","0.650000","0.610000","0.630000","0.570000","0.540000"
"255","'056","Belgium","1309","Insecticides","5157","Agricultural Use","t",,,,,,,,,,,"926.000000","893.000000","806.000000","839.000000","848.000000","930.000000","652.000000","374.000000","460.000000","454.000000","606.000000","1129.000000","1034.000000","1016.000000","1085.000000","1045.000000","929.000000","863.000000","778.000000","617.000000","746.000000","769.000000","689.000000","564.000000"
"255","'056","Belgium","1310","Insecticides – Chlorinated Hydrocarbons","5157","Agricultural Use","t",,,,,,,,,,,"375.000000","394.000000",,,,,,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.000000","1.000000","2.000000","2.000000","2.000000"
"255","'056","Belgium","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","t",,,,,,,,,,,"119.000000","125.000000",,,,,,"67.000000","62.000000","54.000000","55.000000","60.000000","60.000000","63.000000","84.000000","88.000000","64.000000","40.000000","41.000000","16.000000","11.000000","11.000000",,
